iata,name,city,country,region,lat,lon,size
SHM,Nanki Shirahama Airport,Shirahama,JP,JP-30,33.6622009277,135.363998413,medium
SHO,King Mswati III International Airport,Mpaka,SZ,SZ-LU,-26.358611,31.716944,large
SHR,Sheridan County Airport,Sheridan,US,US-WY,44.76919937133789,-106.9800033569336,medium
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),CN,CN-42,30.29281,112.44854,medium
SHV,Shreveport Regional Airport,Shreveport,US,US-LA,32.444747,-93.826741,medium
SHW,Sharurah Domestic Airport,Sharurah,SA,SA-10,17.4669,47.121399,medium
SHY,Shinyanga Airport,Shinyanga,TZ,TZ-22,-3.6093,33.5035,small
SID,Amílcar Cabral International Airport,Espargos,CV,CV-B,16.7414,-22.9494,large
SIF,Simara Airport,Simara,NP,NP-P2,27.159803,84.980021,small
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,PR-U-A,18.45680046081543,-66.09809875488281,medium
SIH,Silgadi Doti Airport,Silgadi Doti,NP,NP-P7,29.262226,80.935968,small
SIN,Singapore Changi Airport,Singapore,SG,SG-04,1.35019,103.994003,large
SIP,Simferopol International Airport,Simferopol,UA,UA-43,45.0522,33.975101,large
SIS,Sishen Airport,Sishen,ZA,ZA-NC,-27.6486,22.9993,medium
SIT,Sitka Rocky Gutierrez Airport,Sitka,US,US-AK,57.04710006713867,-135.36199951171875,medium
SJC,Norman Y. Mineta San Jose International Airport,San Jose,US,US-CA,37.362452,-121.929188,large
SJD,Los Cabos International Airport,San José del Cabo,MX,MX-BCS,23.151919,-109.720731,large
SJE,Jorge E. Gonzalez Torres Airport,San José Del Guaviare,CO,CO-GUV,2.57969,-72.6394,medium
SJI,San Jose Airport,San Jose,PH,PH-MDC,12.361499786399998,121.04699707,medium
SJJ,Sarajevo International Airport,Sarajevo,BA,BA-BIH,43.8246,18.331499,large
SJK,Professor Urbano Ernesto Stumpf Airport,São José Dos Campos,BR,BR-SP,-23.2292,-45.8615,medium
SJL,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,BR,BR-AM,-0.14835,-66.9855,medium
SJO,Juan Santamaría International Airport,San José (Alajuela),CR,CR-A,9.99386,-84.208801,large
SJP,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,BR,BR-SP,-20.817113,-49.406963,medium
SJT,San Angelo Regional Mathis Field,San Angelo,US,US-TX,31.35770034790039,-100.49600219726562,medium
SJU,Luis Munoz Marin International Airport,San Juan,PR,PR-U-A,18.4394,-66.001801,large
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,CN,CN-13,38.280701,114.696999,large
SJZ,São Jorge Airport,Velas,PT,PT-20,38.665501,-28.1758,medium
SKB,Robert L. Bradshaw International Airport,Basseterre,KN,KN-U-A,17.310845,-62.719117,large
SKD,Samarkand International Airport,Samarkand,UZ,UZ-SA,39.701842,66.981467,large
SKG,Thessaloniki Macedonia International Airport,Thessaloniki,GR,GR-B,40.51928,22.970009,large
SKH,Surkhet Airport,Surkhet,NP,NP-P6,28.586,81.636002,small
SKK,Shaktoolik Airport,Shaktoolik,US,US-AK,64.371101,-161.223999,small
SKN,"Stokmarknes Airport, Skagen",Hadsel,NO,NO-18,68.578827,15.033417,medium
SKO,Sadiq Abubakar III International Airport,Sokoto,NG,NG-SO,12.915729,5.207547,large
SKP,Skopje International Airport,Ilinden,MK,MK-008,41.958087,21.622581,large
SKT,Sialkot International Airport,Sialkot,PK,PK-PB,32.535941,74.364623,large
SKU,Skiros Airport,Skiros Island,GR,GR-H,38.9676017761,24.4871997833,small
SKX,Saransk International Airport,Saransk,RU,RU-MO,54.12513,45.212257,large
SKZ,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,PK-SD,27.722,68.791702,medium
SLA,Martín Miguel de Güemes International Airport,Salta,AR,AR-A,-24.856001,-65.486198,large
SLC,Salt Lake City International Airport,Salt Lake City,US,US-UT,40.78886,-111.979866,large
SLD,Sliač Airport,Sliač,SK,SK-BC,48.63779830932617,19.13409996032715,medium
SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US,US-OR,44.9095,-123.002998,medium
SLH,Sola Airport,Sola,VU,VU-TOB,-13.8516998291,167.537002563,small
SLI,Solwesi Airport,Solwesi,ZM,ZM-06,-12.173700332641602,26.365100860595703,small
SLK,Adirondack Regional Airport,Saranac Lake,US,US-NY,44.38691,-74.204629,medium
SLL,Salalah International Airport,Salalah,OM,OM-ZU,17.0387,54.091301,large
SLM,Salamanca Airport,Salamanca,ES,ES-CL,40.952099,-5.50199,medium
SLN,Salina Municipal Airport,Salina,US,US-KS,38.79100036621094,-97.6521987915039,medium
SLP,Ponciano Arriaga International Airport,San Luis Potosí,MX,MX-SLP,22.262026,-100.935692,medium
SLQ,Sleetmute Airport,Sleetmute,US,US-AK,61.7005,-157.166,small
SLU,George F. L. Charles Airport,Castries,LC,LC-02,14.0202,-60.992901,medium
SLW,Plan de Guadalupe International Airport,Saltillo,MX,MX-COA,25.53786,-100.928346,medium
SLX,Salt Cay Airport,Salt Cay,TC,TC-SL,21.333000183099998,-71.1999969482,small
SLY,Salekhard Airport,Salekhard,RU,RU-YAN,66.5907974243164,66.61100006103516,medium
SLZ,Marechal Cunha Machado International Airport,São Luís,BR,BR-MA,-2.586386,-44.235008,large
SMA,Santa Maria Airport,Vila do Porto,PT,PT-20,36.97140121459961,-25.17060089111328,medium
SMF,Sacramento International Airport,Sacramento,US,US-CA,38.6954,-121.591003,large
SMI,Samos Airport,Samos Island,GR,GR-K,37.689999,26.911699,medium
SMK,St Michael Airport,St Michael,US,US-AK,63.49010086,-162.1100006,small
SML,Stella Maris Airport,Stella Maris,BS,BS-LI,23.582317,-75.268621,medium
SMN,Lemhi County Airport,Salmon,US,US-ID,45.122233,-113.88196,medium
SMQ,Sampit (H.Asan) Airport,Sampit,ID,ID-KT,-2.499198,112.974987,small
SMR,Simón Bolívar International Airport,Santa Marta,CO,CO-MAG,11.1196,-74.2306,medium
SMS,Sainte Marie Airport,Vohilava,MG,MG-A,-17.093901,49.8158,medium
SMT,Adolino Bedin Regional Airport,Sorriso,BR,BR-MT,-12.479177,-55.672341,small
SMW,Smara Airport,Smara,EH,EH-U-A,26.731987,-11.683655,medium
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,US-CA,34.898899,-120.457001,medium
SNA,John Wayne Orange County International Airport,Santa Ana,US,US-CA,33.675063,-117.869281,large
SNB,Snake Bay Airport,Milikapiti,AU,AU-NT,-11.417674,130.648481,medium
SNC,General Ulpiano Paez International Airport,Salinas/La Libertad,EC,EC-25,-2.210057,-80.985067,large
SNE,Preguiça Airport,Preguiça,CV,CV-B,16.588852,-24.284132,medium
SNN,Shannon Airport,Shannon,IE,IE-CE,52.702,-8.92482,large
SNO,Sakon Nakhon Airport,,TH,TH-47,17.195100784301758,104.11900329589844,medium
SNP,St Paul Island Airport,St Paul Island,US,US-AK,57.166311,-170.222555,medium
SNR,Saint-Nazaire-Montoir Airport,Saint-Nazaire/Montoir,FR,FR-PDL,47.31142,-2.152634,medium
SNU,Abel Santamaria International Airport,Santa Clara,CU,CU-05,22.492215,-79.943119,large
SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE,VE-F,4.554699,-61.145234,medium
SNW,Thandwe Airport,Thandwe,MM,MM-16,18.4606990814209,94.30010223388672,medium
SNX,Semnan Municipal Airport,Semnan,IR,IR-20,35.591099,53.495098,small
SOB,Hévíz–Balaton Airport,Sármellék,HU,HU-ZA,46.686391,17.159084,medium
SOC,Adisoemarmo International Airport,Surakarta,ID,ID-JT,-7.516044,110.757492,large
SOD,Sorocaba Airport,Sorocaba,BR,BR-SP,-23.478001,-47.490002,small
SOF,Sofia Airport,Sofia,BG,BG-22,42.696357,23.417671,large
SOG,"Sogndal Airport, Haukåsen",Sogndal,NO,NO-46,61.156101,7.13778,small
SOJ,Sørkjosen Airport,Sørkjosen,NO,NO-55,69.786797,20.9594,medium
SOM,San Tomé Airport,El Tigre,VE,VE-B,8.9451465606689,-64.151084899902,medium
SON,Santo Pekoa International Airport,Luganville,VU,VU-SAM,-15.505000114399998,167.220001221,medium
SOQ,Domine Eduard Osok Airport,Sorong,ID,ID-PB,-0.894,131.287,medium
SOU,Southampton Airport,Southampton,GB,GB-ENG,50.950298,-1.3568,medium
SOV,Seldovia Airport,Seldovia,US,US-AK,59.442981,-151.705227,small
SOW,Show Low Regional Airport,Show Low,US,US-AZ,34.264062,-110.007091,medium
SOY,Stronsay Airport,Stronsay,GB,GB-SCT,59.1553,-2.64139,small
SPC,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,ES-CN,28.626499,-17.7556,medium
SPD,Saidpur Airport,Saidpur,BD,BD-E,25.759199,88.908897,medium
SPI,Abraham Lincoln Capital Airport,Springfield,US,US-IL,39.844101,-89.677902,medium
SPN,Saipan International Airport,"I Fadang, Saipan",MP,MP-U-A,15.119384,145.728848,medium
SPP,Menongue Airport,Menongue,AO,AO-CCU,-14.657600402832031,17.71980094909668,medium
SPR,John Greif II Airport,San Pedro,BZ,BZ-CY,17.9139,-87.9711,medium
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,US-TX,33.9888,-98.491898,medium
SPU,Split Saint Jerome Airport,Split,HR,HR-17,43.538898,16.298,large
SPX,Sphinx International Airport,Al Jiza,EG,EG-GZ,30.108179,30.895728,large
SPY,San Pedro Airport,,CI,CI-BS,4.74672,-6.66082,medium
SQD,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),CN,CN-36,28.3797,117.9643,medium
SQG,Tebelian Airport,Sintang,ID,ID-KB,-0.045214,111.458049,medium
SQJ,Sanming Shaxian Airport,Sanming (Sha),CN,CN-35,26.4263,117.8336,medium
SQL,San Carlos Airport,San Carlos,US,US-CA,37.51313,-122.250838,medium
SRA,Luis Alberto Lehr Airport,Santa Rosa,BR,BR-RS,-27.90658,-54.520628,small
SRE,Alcantarí International Airport,Sucre,BO,BO-H,-19.246835,-65.149611,large
SRG,Jenderal Ahmad Yani Airport,Semarang,ID,ID-JT,-6.970732,110.373244,large
SRL,Palo Verde Airport,Mulegé,MX,MX-BCS,27.0927,-112.0985,small
SRP,"Stord Airport, Sørstokken",Leirvik,NO,NO-46,59.791901,5.34085,medium
SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US,US-FL,27.394631,-82.554359,large
SRT,Soroti Airport,Soroti,UG,UG-E,1.7276899814605713,33.622798919677734,medium
SRV,Stony River 2 Airport,Stony River,US,US-AK,61.7897,-156.589005,small
SRY,Sari Dasht-e Naz International Airport,Sari,IR,IR-02,36.644408,53.188761,medium
SRZ,El Trompillo Airport,Santa Cruz,BO,BO-S,-17.8115997314,-63.1715011597,medium
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,BR,BR-BA,-12.908611,-38.322498,large
SSG,Malabo International Airport,Malabo,GQ,GQ-BN,3.75527,8.70872,large
SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,EG,EG-JS,27.977272,34.394717,large
SSJ,"Sandnessjøen Airport, Stokka",Alstahaug,NO,NO-18,65.956802,12.4689,medium
SSR,Sara Airport,Pentecost Island,VU,VU-PAM,-15.4708003998,168.151992798,small
SST,Santa Teresita Airport,Santa Teresita,AR,AR-B,-36.5423,-56.7218,medium
SSW,Stuart Island Airpark,Friday Harbor,US,US-WA,48.673379,-123.175439,small
SSY,Mbanza Congo Airport,Mbanza Congo,AO,AO-ZAI,-6.269899845123291,14.246999740600586,medium
STC,Saint Cloud Regional Airport,Saint Cloud,US,US-MN,45.5466,-94.059898,medium
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,VE-S,7.56538,-72.035103,medium
STG,St George Airport,St George,US,US-AK,56.577345,-169.663823,medium
STI,Cibao International Airport,Santiago,DO,DO-25,19.40406,-70.604431,large
STL,St. Louis Lambert International Airport,St Louis,US,US-MO,38.748697,-90.370003,large
STM,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,BR-PA,-2.422423,-54.79306,medium
STN,London Stansted Airport,"London, Essex",GB,GB-ENG,51.884998,0.235,large
STR,Stuttgart Airport,Stuttgart,DE,DE-BW,48.689899,9.22196,large
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,US-CA,38.50899887,-122.8130035,medium
STT,Cyril E. King Airport,Charlotte Amalie,VI,VI-ST,18.337091,-64.977251,large
STV,Surat International Airport,Surat,IN,IN-GJ,21.115531,72.743251,large
STW,Stavropol Shpakovskoye Airport,Stavropol,RU,RU-STA,45.10919952392578,42.11280059814453,medium
STX,Henry E. Rohlsen Airport,Christiansted,VI,VI-SC,17.701413,-64.802608,medium
SUB,Juanda International Airport,Surabaya,ID,ID-JI,-7.37983,112.787003,large
SUF,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,IT-78,38.906214,16.246007,large
SUG,Surigao Airport,Surigao City,PH,PH-SUN,9.755838325629998,125.480947495,medium
SUI,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,GE-AB,42.8582,41.128101,medium
SUJ,Satu Mare International Airport,Satu Mare,RO,RO-SM,47.7033,22.8857,medium
SUK,Sakkyryr Airport,Batagay-Alyta,RU,RU-SA,67.792,130.394,small
SUN,Friedman Memorial Airport,Hailey,US,US-ID,43.50439835,-114.2959976,medium
SUR,Summer Beaver Airport,Summer Beaver,CA,CA-ON,52.70859909057617,-88.54190063476562,small
SUV,Nausori International Airport,Nausori,FJ,FJ-C,-18.044226,178.561486,large
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,US-IA,42.397605,-96.382237,medium
SUY,Suntar Airport,Suntar,RU,RU-SA,62.185001373291,117.63500213623,small
SVA,Savoonga Airport,Savoonga,US,US-AK,63.686401,-170.492996,medium
SVB,Sambava Airport,Sambava,MG,MG-D,-14.2786,50.174702,medium
SVC,Grant County Airport,Silver City,US,US-NM,32.636701,-108.154736,medium
SVD,Argyle International Airport,Kingstown,VC,VC-04,13.159725,-61.148801,large
SVG,"Stavanger Airport, Sola",Stavanger,NO,NO-11,58.876701,5.63778,large
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO,CO-CAQ,2.15217,-74.7663,medium
SVJ,"Svolvær Airport, Helle",Svolvær,NO,NO-18,68.243301,14.6692,medium
SVL,Savonlinna Airport,Savonlinna,FI,FI-04,61.9431,28.945101,medium
SVO,Sheremetyevo International Airport,Moscow,RU,RU-MOS,55.976858,37.41121,large
SVQ,Seville Airport,Seville,ES,ES-AN,37.417999,-5.89311,large
SVS,Stevens Village Airport,Stevens Village,US,US-AK,66.016727,-149.056835,small
SVU,Savusavu Airport,Savusavu,FJ,FJ-N,-16.803394,179.340587,small
SVX,Koltsovo Airport,Yekaterinburg,RU,RU-SVE,56.743099212646,60.802700042725,large
SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,VE-S,7.840809,-72.439878,medium
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),CN,CN-44,23.552,116.5033,large
SWF,New York Stewart International Airport,Newburgh,US,US-NY,41.50421,-74.108901,medium
SWL,San Vicente Airport,San Vicente,PH,PH-PLW,10.524298,119.272899,small
SWO,Stillwater Regional Airport,Stillwater,US,US-OK,36.162132,-97.085581,medium
SWQ,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar,ID,ID-NB,-8.48904,117.412003,small
SWX,Shakawe Airport,Shakawe,BW,BW-NW,-18.373899459838867,21.832599639892578,small
SXB,Strasbourg Airport,Strasbourg,FR,FR-GES,48.5383,7.62823,large
SXK,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID,ID-MA,-7.848354,131.337068,small
SXM,Princess Juliana International Airport,Sint Maarten,SX,SX-U-A,18.041,-63.108898,large
SXP,Nunam Iqua Airport,Nunam Iqua,US,US-AK,62.520599,-164.848006,small
SXR,Sheikh ul Alam International Airport,Srinagar,IN,IN-JK,33.987099,74.7742,large
SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,AU-NSW,-33.946098,151.177002,large
SYM,Pu'er Simao Airport,Pu'er,CN,CN-53,22.793301,100.959,small
SYO,Shonai Airport,Shonai,JP,JP-06,38.812199,139.787003,medium
SYQ,Tobías Bolaños International Airport,San Jose,CR,CR-SJ,9.95705,-84.139801,medium
SYR,Syracuse Hancock International Airport,Syracuse,US,US-NY,43.11119842529297,-76.1063003540039,large
SYS,Saskylakh Airport,Saskylakh,RU,RU-SA,71.927902,114.080002,medium
SYU,Warraber Island Airport,Sue Islet,AU,AU-QLD,-10.20829963684082,142.8249969482422,small
SYX,Sanya Phoenix International Airport,Sanya (Tianya),CN,CN-46,18.3029,109.412003,large
SYY,Stornoway Airport,"Stornoway, Western Isles",GB,GB-SCT,58.215599,-6.33111,medium
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,IR-07,29.5392,52.589802,large
SZA,Soyo Airport,Soyo,AO,AO-ZAI,-6.141089916229248,12.371800422668457,medium
SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY,MY-10,3.13058,101.549004,large
SZE,Semera Airport,Semera,ET,ET-AF,11.7875,40.9915,small
SZF,Samsun-Çarşamba Airport,Samsun,TR,TR-55,41.253988,36.567546,medium
SZG,Salzburg Airport,Salzburg,AT,AT-5,47.793301,13.0043,large
SZH,Shuozhou Zirun Airport,Shuozhou,CN,CN-14,39.273241,112.691552,medium
SZI,Zaysan Airport,Zaysan,KZ,KZ-VOS,47.487491,84.887675,small
SZK,Skukuza Airport,Skukuza,ZA,ZA-MP,-24.96085,31.588587,medium
SZX,Shenzhen Bao'an International Airport,Shenzhen,CN,CN-44,22.639474,113.803262,large
SZY,Olsztyn-Mazury Airport,Szymany,PL,PL-WN,53.481899,20.9377,medium
SZZ,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,PL-ZP,53.584702,14.9022,large
TAB,A.N.R. Robinson International Airport,Scarborough,TT,TT-TOB,11.149571,-60.831298,large
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,PH-LEY,11.227761,125.027783,medium
TAE,Daegu International Airport,Daegu,KR,KR-27,35.894394,128.656989,large
TAG,Bohol-Panglao International Airport,Panglao,PH,PH-BOH,9.573045,123.770143,large
TAH,Whitegrass Airport,Tanna Island,VU,VU-TAE,-19.455099,169.223999,medium
TAI,Taiz International Airport,Taiz,YE,YE-TA,13.686,44.139099,medium
TAK,Takamatsu Airport,Takamatsu,JP,JP-37,34.214963,134.015454,large
TAL,Ralph M Calhoun Memorial Airport,Tanana,US,US-AK,65.1744,-152.108994,small
TAM,General Francisco Javier Mina International Airport,Ciudad Madero,MX,MX-TAM,22.292622,-97.867058,medium
TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),CN,CN-37,36.361953,120.088171,large
TAP,Tapachula International Airport,Tapachula,MX,MX-CHP,14.794549,-92.369871,medium
TAS,Tashkent International Airport,Tashkent,UZ,UZ-TO,41.2579,69.281197,large
TAT,Poprad-Tatry Airport,Poprad,SK,SK-PV,49.070994,20.241394,medium
TAY,Tartu Airport,Tartu,EE,EE-7B,58.307438,26.686473,medium
TAZ,Dashoguz International Airport,Daşoguz,TM,TM-D,41.759853,59.836149,large
TBB,Dong Tac Airport,Tuy Hoa,VN,VN-SCC,13.0496,109.334,medium
TBG,Tabubil Airport,Tabubil,PG,PG-WPD,-5.280471,141.227576,small
TBH,Tugdan Airport,Tablas Island,PH,PH-ROM,12.3109998703,122.084999084,medium
TBI,New Bight Airport,Cat Island,BS,BS-CI,24.3153,-75.452301,medium
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,TN-32,36.98,8.87694,medium
TBM,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID,ID-KT,-1.469024,113.080984,small
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,US-MO,37.7416,-92.140701,medium
TBO,Tabora Airport,Tabora,TZ,TZ-24,-5.07639,32.833302,small
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,PE-TUM,-3.552074,-80.381086,medium
TBS,Tbilisi International Airport,Tbilisi,GE,GE-TB,41.669201,44.9547,large
TBT,Tabatinga International Airport,Tabatinga,BR,BR-AM,-4.25567,-69.935799,medium
TBU,Fua'amotu International Airport,Nuku'alofa,TO,TO-04,-21.241438,-175.149164,large
TBZ,Tabriz International Airport,Tabriz,IR,IR-03,38.1339,46.235001,large
TCA,Tennant Creek Airport,Tennant Creek,AU,AU-NT,-19.6343994140625,134.18299865722656,medium
TCB,Treasure Cay Airport,Treasure Cay,BS,BS-CO,26.745300293,-77.3912963867,medium
TCD,Tarapacá Airport,Tarapacá,CO,CO-AMA,-2.895802,-69.749762,small
TCG,Tacheng Qianquan Airport,Tacheng,CN,CN-65,46.672501,83.340797,small
TCO,La Florida Airport,Tumaco,CO,CO-NAR,1.81442,-78.7492,medium
TCP,Taba International Airport,Taba,EG,EG-JS,29.594496,34.775752,medium
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,PE-TAC,-18.053300857500002,-70.2758026123,medium
TCR,Tuticorin Airport,Vagaikulam,IN,IN-TN,8.724241,78.025803,small
TCT,Takotna Airport,Takotna,US,US-AK,62.993206,-156.029026,small
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN,CN-53,24.938056,98.485833,medium
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,BO-B,-14.8187,-64.917999,medium
TDK,Taldykorgan Airport,Taldykorgan,KZ,KZ-JET,45.12255,78.442758,medium
TDS,Sasereme Airport,Sasereme,PG,PG-WPD,-7.6217,142.868,small
TDX,Trat Airport,Laem Ngop,TH,TH-23,12.2746,102.319,medium
TEB,Teterboro Airport,Teterboro,US,US-NJ,40.850101,-74.060799,medium
TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ,DZ-12,35.4315986633,8.12071990967,medium
TEK,Tatitlek Airport,Tatitlek,US,US-AK,60.871449,-146.690297,small
TEN,Tongren Fenghuang Airport,Tongren (Daxing),CN,CN-52,27.883333,109.308889,medium
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,TR-59,41.138199,27.9191,medium
TER,Lajes Airport,Praia da Vitória,PT,PT-20,38.761799,-27.090799,medium
TET,Tete Airport,Tete,MZ,MZ-T,-16.104799,33.640202,large
TEX,Telluride Regional Airport,Telluride,US,US-CO,37.9538,-107.907997,medium
TEZ,Tezpur Airport,,IN,IN-AS,26.7091007232666,92.78469848632812,medium
TFF,Tefé Airport,Tefé,BR,BR-AM,-3.38294,-64.724098,medium
TFI,Tufi Airport,Tufi,PG,PG-NPP,-9.07595443726,149.319839478,small
TFN,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,ES,ES-CN,28.482752,-16.341707,large
TFS,Tenerife Sur Airport,Tenerife,ES,ES-CN,28.0445,-16.5725,large
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN,CN-51,30.31252,104.441284,large
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,ME-16,42.359402,19.2519,large
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,MY-11,5.3826398849487305,103.10299682617188,medium
TGH,Tongoa Airport,Tongoa Island,VU,VU-SEE,-16.8910999298,168.550994873,small
TGJ,Tiga Airport,Tiga,NC,NC-01,-21.096407,167.80379,medium
TGK,Taganrog Yuzhny Airport,Taganrog,RU,RU-ROS,47.1983333,38.8491667,medium
TGM,Târgu Mureş Transilvania International Airport,Recea,RO,RO-MS,46.467701,24.4125,medium
TGO,Tongliao Airport,Tongliao,CN,CN-15,43.556702,122.199997,medium
TGQ,Tangará da Serra Airport,Tangará da Serra,BR,BR-MT,-14.662,-57.443744,small
TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ,DZ-55,33.067799,6.08867,medium
TGT,Tanga Airport,Tanga,TZ,TZ-25,-5.09236,39.071201,medium
TGU,Toncontín Airport,Tegucigalpa,HN,HN-FM,14.0609,-87.217201,medium
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,MX-CHP,16.561611,-93.025731,medium
THD,Tho Xuan Airport,Thanh Hóa,VN,VN-NC,19.901667,105.467778,small
THE,Senador Petrônio Portela Airport,Teresina,BR,BR-PI,-5.06025,-42.823712,medium
THG,Thangool Airport,Biloela,AU,AU-QLD,-24.494863,150.577967,medium
THL,Tachileik Airport,Tachileik,MM,MM-17,20.483800888061523,99.9354019165039,medium
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE,SE-Q,58.31809997558594,12.345000267028809,medium
THO,Þórshöfn Airport,Þórshöfn,IS,IS-6,66.218459,-15.334739,small
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),CN,CN-62,34.5601,105.860343,medium
THR,Mehrabad International Airport,Tehran,IR,IR-23,35.689175,51.314392,large
THS,Sukhothai Airport,,TH,TH-64,17.238000869750977,99.81819915771484,medium
THU,Pituffik Space Base,Pituffik,GL,GL-AV,76.53063,-68.700541,medium
THX,Turukhansk Airport,Turukhansk,RU,RU-KYA,65.797203,87.935303,small
TIA,Tirana International Airport Mother Teresa,Rinas,AL,AL-02,41.4147,19.7206,large
TIE,Tippi Airport,Tippi,ET,ET-SW,7.2024,35.415,small
TIF,Taif International Airport,Taif,SA,SA-02,21.484739,40.544074,large
TIH,Tikehau Airport,Tuherahera,PF,PF-U-A,-15.1196,-148.231003,medium
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,MX-BCN,32.541043,-116.969976,large
TIM,Mozes Kilangin Airport,Timika,ID,ID-PT,-4.52978,136.887388,medium
TIN,Tindouf Airport,Tindouf,DZ,DZ-37,27.7003993988,-8.167099952700001,medium
TIQ,Francisco Manglona Borja / Tinian International Airport,Tinian Island,MP,MP-U-A,14.999207,145.619355,medium
TIR,Tirupati International Airport,Tirupati,IN,IN-AP,13.631988,79.539869,large
TIU,Timaru Airport,,NZ,NZ-CAN,-44.302799224853516,171.22500610351562,medium
TIV,Tivat Airport,Tivat,ME,ME-19,42.404701,18.723301,medium
TIW,Tacoma Narrows Airport,Tacoma,US,US-WA,47.267407,-122.577295,medium
TIZ,Tari Airport,Tari,PG,PG-HLA,-5.845,142.947998,small
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,BO-T,-21.5557,-64.701302,medium
TJG,Warukin Airport,Tanta-Tabalong,ID,ID-KS,-2.21656,115.435997,medium
TJH,Konotori Tajima Airport,Toyooka,JP,JP-28,35.512798,134.787003,medium
TJK,Tokat Airport,Tokat,TR,TR-60,40.32472,36.39056,medium
TJL,Plínio Alarcom Airport,Três Lagoas,BR,BR-MS,-20.752643,-51.682026,small
TJM,Roshchino International Airport,Tyumen,RU,RU-TYU,57.178984,65.327696,large
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID,ID-BB,-2.744109,107.754535,small
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID,ID-KU,2.838139,117.374584,small
TJU,Kulob International Airport,Kulob,TJ,TJ-KT,37.988098,69.805,large
TKD,Takoradi Airport,Sekondi-Takoradi,GH,GH-WP,4.896059989929199,-1.7747600078582764,medium
TKF,Truckee Tahoe Airport,Truckee,US,US-CA,39.318628,-120.140562,medium
TKG,Radin Inten II International Airport,Bandar Lampung,ID,ID-LA,-5.246803,105.182531,medium
TKJ,Tok Junction Airport,Tok,US,US-AK,63.32949829,-142.9539948,small
TKK,Chuuk International Airport,Weno Island,FM,FM-TRK,7.46187,151.843002,large
TKM,Taksimo Airport,Taksimo,RU,RU-BU,56.361668,114.93,small
TKN,Tokunoshima Airport,Amagi,JP,JP-46,27.836382,128.881356,medium
TKP,Takapoto Airport,,PF,PF-U-A,-14.709500312805176,-145.24600219726562,medium
